,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
300607.XSHE,拓斯达,TSD,2017-02-09,2200-01-01,stock,300607.XSHE,47697.2412,33749.936,155.4453,109.991,通用设备制造业,电动机与工控自动化,机器人III,阿里|物联网|工业互联网|人工智能|无人机|工业4.0|深股通|融资融券|粤港澳自贸区|工业母机|华为鲲鹏|比亚迪概念|华为欧拉|机器视觉|新型工业化|飞行汽车(eVTOL)|人形机器人|低空经济|机器人概念|宁德时代概念|光伏概念|富士康概念|华为概念|锂电池概念|智能制造
300608.XSHE,思特奇,STQ,2017-02-13,2200-01-01,stock,300608.XSHE,34267.0627,29900.7573,39.647,34.5952,软件和信息技术服务业,行业应用软件,垂直应用软件III,互联网金融|物联网|在线教育|工业互联网|数据中心|区块链|人工智能|人脸识别|边缘计算|5G|大数据|国产软件|云计算|智慧城市|智能医疗|语音技术|数字孪生|职业教育|雄安新区|乡村振兴|股权转让|虚拟数字人|数据安全|智慧政务|电子身份证|华为鲲鹏|数字经济|华为欧拉|信创|数据要素|算力租赁|低空经济|机器人概念|华为概念|车联网(车路协同)|6G|AI智能体|DeepSeek
300609.XSHE,汇纳科技,HNKJ,2017-02-15,2200-01-01,stock,300609.XSHE,12011.4387,11992.9207,43.1211,43.0546,软件和信息技术服务业,系统集成服务,IT服务III,互联网金融|数据中心|人工智能|虚拟现实|新零售|大数据|股权转让|数据安全|智慧政务|华为鲲鹏|数字经济|信创|数据要素|算力租赁|AI语料|苹果概念|腾讯概念|华为概念|DeepSeek
300610.XSHE,晨化股份,CHGF,2017-02-13,2200-01-01,stock,300610.XSHE,21296.148,16557.7628,23.0211,17.8989,化学原料和化学制品制造业,其他化学制品,其他化学制品III,风电|新材料|磷化工|创业板重组松绑|专精特新|有机硅
300611.XSHE,美力科技,MLKJ,2017-02-20,2200-01-01,stock,300611.XSHE,21107.468,14830.298,56.568,39.7452,汽车制造业,汽车系统部件,底盘与发动机系统III,特斯拉|军工|深股通|股权转让|创业板重组松绑|专精特新|航空发动机|比亚迪概念|人形机器人|机器人概念|24中报预增|年报预增|25中报预增
300612.XSHE,宣亚国际,XYGJ,2017-02-15,2200-01-01,stock,300612.XSHE,18298.5996,18201.0996,23.9712,23.8434,商务服务业,数字营销,营销代理III,阿里|今日头条|数据中心|区块链|人工智能|京津冀一体化|乡村振兴|体育产业|融资融券|转融券标的|元宇宙|虚拟数字人|智慧政务|数字乡村|数字经济|机器视觉|Web3.0|拼多多概念|百度概念|抖音概念|文化传媒概念|腾讯概念|快手概念|AIGC|ChatGPT|小红书|DeepSeek
300613.XSHE,富瀚微,FHW,2017-02-20,2200-01-01,stock,300613.XSHE,23280.6304,21960.1278,139.4277,131.5192,软件和信息技术服务业,集成电路设计,数字芯片设计III,安防|汽车电子|人工智能|人脸识别|智能穿戴|智能家居|智能音箱|深股通|融资融券|转融券标的|专精特新|汽车芯片|比亚迪概念|机器视觉|机器人概念|芯片概念|集成电路概念
300614.XSHE,百川畅银,BCCY,2021-05-25,2200-01-01,stock,300614.XSHE,16044.0679,16044.0679,18.7395,18.7395,生态保护和环境治理业,固废处理,固废治理III,固废处理|垃圾分类|碳中和|一带一路|融资融券|转融券标的|储能|绿色电力|碳交易|钙钛矿电池|光热发电
300615.XSHE,欣天科技,XTKJ,2017-02-15,2200-01-01,stock,300615.XSHE,19298.92,15308.7263,22.2903,17.6816,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信终端及配件III,充电桩|5G|工业母机|医疗器械概念
300616.XSHE,尚品宅配,SPZP,2017-03-07,2200-01-01,stock,300616.XSHE,22451.598,15521.6242,31.8364,22.0097,家具制造业,家具,定制家居III,人工智能|虚拟现实|智能家居|空间计算|机器人概念|养老概念
300617.XSHE,安靠智电,AKZD,2017-02-28,2200-01-01,stock,300617.XSHE,16570.7664,13892.3724,104.4455,87.5636,电气机械和器材制造业,线缆及其他,输变电设备III,电力物联网|数据中心|充电桩|智能电网|风电|深股通|特高压|核电|创业板重组松绑|专精特新|储能|虚拟电厂|氟化工概念|宁德时代概念|光伏概念|腾讯概念
300618.XSHE,寒锐钴业,HRGY,2017-03-06,2200-01-01,stock,300618.XSHE,30969.7091,27249.6658,111.8626,98.4258,有色金属冶炼和压延加工业,铜,钴III,深股通|钴|融资融券|转融券标的|动力电池回收|小金属概念|锂电池概念
300619.XSHE,金银河,JYH,2017-03-01,2200-01-01,stock,300619.XSHE,17399.9658,14648.6496,68.7299,57.8622,专用设备制造业,其他专用机械,锂电专用设备III,深股通|创业板重组松绑|粤港澳自贸区|钠离子电池|固态电池|光伏概念|小金属概念|锂电池概念|有机硅
300620.XSHE,光库科技,GKKJ,2017-03-10,2200-01-01,stock,300620.XSHE,24918.0545,24710.3188,798.1253,791.4715,计算机、通信和其他电子设备制造业,通信系统设备及组件,通信网络设备及器件III,数据中心|无人驾驶|3D打印|5G|一带一路|海工装备|深股通|融资融券|股权转让|量子通信|粤港澳自贸区|转融券标的|横琴新区|国企改革|商业航天|芯片概念|25中报预增|26一季报预增|光纤
300621.XSHE,维业股份,WYGF,2017-03-16,2200-01-01,stock,300621.XSHE,20805.67,20252.9013,15.6667,15.2504,建筑装饰、装修和其他建筑业,建筑装修,装修装饰III,风电|装配式建筑|雄安新区|创业板重组松绑|粤港澳自贸区|横琴新区|方舱医院|国企改革|华为概念
300622.XSHE,博士眼镜,BSYJ,2017-03-15,2200-01-01,stock,300622.XSHE,31899.5824,21808.1644,51.8687,35.4601,零售业,专营零售,专业连锁III,虚拟现实|智能穿戴|深股通|眼科医疗|粤港澳自贸区|小米概念|华为概念|AI眼镜
300623.XSHE,捷捷微电,JJWD,2017-03-14,2200-01-01,stock,300623.XSHE,83207.9919,76735.6909,276.833,255.2996,计算机、通信和其他电子设备制造业,分立器件,分立器件III,汽车电子|充电桩|5G|深股通|第三代半导体|融资融券|股权转让|转融券标的|专精特新|汽车芯片|三季报预增|芯片概念|中芯国际概念|24中报预增|年报预增
300624.XSHE,万兴科技,WXKJ,2018-01-18,2200-01-01,stock,300624.XSHE,19333.6324,17123.3216,109.6797,97.1406,软件和信息技术服务业,通用软件,横向通用软件III,阿里|物联网|人工智能|虚拟现实|国产软件|智能家居|创投|深股通|融资融券|转融券标的|元宇宙|虚拟数字人|数据安全|信创|Web3.0|Sora概念(文生视频)|机器人概念|百度概念|华为概念|西部大开发|AIGC|ChatGPT|DeepSeek|AI应用
300625.XSHE,三雄极光,SXJG,2017-03-17,2200-01-01,stock,300625.XSHE,27933.1,16197.1756,30.0839,17.4444,电气机械和器材制造业,照明电器,照明设备III,节能照明|跨境电商|智慧城市|智能家居|家用电器|智慧灯杆|芯片概念
300626.XSHE,华瑞股份,HRGF,2017-03-20,2200-01-01,stock,300626.XSHE,18000.0,17990.1525,72.54,72.5003,电气机械和器材制造业,电动机与工控自动化,电机III,特斯拉|工业4.0|军工|家用电器|医药电商|参股新三板|创业板重组松绑|国企改革|机器人概念
300627.XSHE,华测导航,HCDH,2017-03-21,2200-01-01,stock,300627.XSHE,78689.2451,64811.6253,235.6743,194.1108,计算机、通信和其他电子设备制造业,通信终端设备及组件,通信终端及配件III,无人驾驶|无人机|智慧城市|深股通|长三角一体化|农机|融资融券|转融券标的|比亚迪概念|小米汽车|人形机器人|低空经济|商业航天|机器人概念|芯片概念|百度概念
300628.XSHE,亿联网络,YLWL,2017-03-17,2200-01-01,stock,300628.XSHE,126688.7621,72585.3881,499.1537,285.9864,计算机、通信和其他电子设备制造业,通信终端设备及组件,通信终端及配件III,工业互联网|深股通|福建自贸区|融资融券|转融券标的|信创|MSCI概念|腾讯概念
300629.XSHE,新劲刚,XJG,2017-03-24,2200-01-01,stock,300629.XSHE,25142.3424,21678.8619,55.464,47.8236,计算机、通信和其他电子设备制造业,国防装备,军工电子III,大飞机|无人机|国产操作系统|军工|军民融合|深股通|新材料|融资融券|创业板重组松绑|转融券标的|碳纤维|低空经济|军工信息化|商业航天|芯片概念
300630.XSHE,普利退,PLT,2017-03-28,2025-05-21,stock,300630.XSHE,,,,,,,,超级真菌|生物医药
300631.XSHE,久吾高科,JWGK,2017-03-23,2200-01-01,stock,300631.XSHE,12503.1424,12160.5081,30.2951,29.4649,专用设备制造业,污水处理,环保设备III,节能环保|污水处理|垃圾分类|燃料乙醇|新材料|稀土永磁|盐湖提锂|创业板重组松绑|专精特新|净水概念|固态电池|光伏概念|锂电池概念
300632.XSHE,光莆股份,GPGF,2017-04-06,2200-01-01,stock,300632.XSHE,30518.162,22119.5558,84.1691,61.0057,电气机械和器材制造业,LED,LEDIII,节能照明|汽车电子|无人驾驶|充电桩|5G|OLED|无人机|MiniLED|智能穿戴|无线耳机|杭州亚运会|家用电器|福建自贸区|柔性屏|第三代半导体|东盟自贸区|LED|储能|传感器|比亚迪概念|PCB概念|固态电池|人形机器人|机器人概念|芯片概念|富士康概念|养老概念|锂电池概念
300633.XSHE,开立医疗,KLYL,2017-04-06,2200-01-01,stock,300633.XSHE,42483.7505,26011.6315,85.1799,52.1533,专用设备制造业,医疗设备,医疗设备III,智能医疗|深股通|融资融券|转融券标的|宠物经济|医疗器械概念
300634.XSHE,彩讯股份,CXGF,2018-03-23,2200-01-01,stock,300634.XSHE,45121.09,43427.35,107.6138,103.5742,软件和信息技术服务业,行业应用软件,IT服务III,阿里|数据中心|区块链|人工智能|无人驾驶|虚拟现实|5G|大数据|网络安全|云计算|智慧城市|智能医疗|创投|深股通|融资融券|粤港澳自贸区|转融券标的|元宇宙|虚拟数字人|数据安全|智慧政务|华为鲲鹏|数字经济|信创|数据要素|华为昇腾|飞行汽车(eVTOL)|低空经济|机器人概念|百度概念|抖音概念|腾讯概念|华为概念|车联网(车路协同)|智谱AI|6G|ChatGPT|AI智能体|DeepSeek
300635.XSHE,中达安,ZDA,2017-03-31,2200-01-01,stock,300635.XSHE,14001.4,12041.4227,19.3919,16.6774,专业技术服务业,建筑设计及服务,工程咨询服务III,安防|数据中心|人工智能|智慧城市|数字孪生|风电|污水处理|乡村振兴|股权转让|创业板重组松绑|土壤修复|华为鲲鹏|国企改革|数据要素|低空经济
300636.XSHE,同和药业,THYY,2017-03-31,2200-01-01,stock,300636.XSHE,41995.1495,36735.7684,27.8008,24.3191,医药制造业,原料药,化学原料药III,创业板重组松绑|仿制药一致性评价
300637.XSHE,扬帆新材,YFXC,2017-04-12,2200-01-01,stock,300637.XSHE,23475.013,23448.7844,23.7567,23.7302,化学原料和化学制品制造业,其他化学制品,其他化学制品III,新材料|PCB概念
300638.XSHE,广和通,GHT,2017-04-13,2200-01-01,stock,300638.XSHE,89926.5844,53044.8684,204.4031,120.571,计算机、通信和其他电子设备制造业,通信终端设备及组件,通信终端及配件III,阿里|物联网|工业互联网|汽车电子|区块链|人工智能|移动支付|边缘计算|5G|智能电网|深股通|融资融券|股权转让|粤港澳自贸区|转融券标的|专精特新|比亚迪概念|机器视觉|虚拟电厂|宠物经济|毫米波雷达|智能座舱|人形机器人|低空经济|机器人概念|车联网(车路协同)|DeepSeek
300639.XSHE,凯普生物,KPSW,2017-04-12,2200-01-01,stock,300639.XSHE,64650.0674,63516.4371,35.105,34.4894,医药制造业,体外诊断,体外诊断III,人工智能|基因测序|智能医疗|民营医院|辅助生殖|融资融券|转融券标的|新冠检测|幽门螺杆菌概念|肝炎概念|创新药|流感|医疗器械概念|猴痘
300640.XSHE,德艺文创,DYWC,2017-04-17,2200-01-01,stock,300640.XSHE,31099.3427,22074.913,20.3701,14.4591,文教、工美、体育和娱乐用品制造业,其他家居,其他家居用品III,跨境电商|智能穿戴|智能家居|家用电器|福建自贸区|创业板重组松绑|储能|宠物经济|三胎概念
300641.XSHE,正丹股份,ZDGF,2017-04-18,2200-01-01,stock,300641.XSHE,52554.481,52554.481,77.9383,77.9383,化学原料和化学制品制造业,其他化学制品,其他化学制品III,深股通|新材料|融资融券|创业板重组松绑|转融券标的|三季报预增|锂电池概念|年报预增
300642.XSHE,透景生命,TJSM,2017-04-21,2200-01-01,stock,300642.XSHE,16254.4041,13770.6966,21.7972,18.4665,医药制造业,体外诊断,体外诊断III,基因测序|智能医疗|辅助生殖|上海自贸区|专精特新|新冠检测|肝炎概念|创新药|流感|医疗器械概念|猴痘|DeepSeek
300643.XSHE,万通智控,WTZK,2017-05-05,2200-01-01,stock,300643.XSHE,23125.3546,23072.5995,40.9088,40.8154,汽车制造业,汽车系统部件,其他汽车零部件III,汽车电子|特斯拉|胎压监测|深股通|创业板重组松绑|专精特新|传感器|华为汽车|芯片概念|车联网(车路协同)
300644.XSHE,南京聚隆,NJJL,2018-02-06,2200-01-01,stock,300644.XSHE,11067.0222,8860.6552,27.8225,22.2757,橡胶和塑料制品业,改性塑料,改性塑料III,充电桩|特斯拉|3D打印|5G|无人机|高铁|特高压|家用电器|新材料|可降解塑料|创业板重组松绑|专精特新|储能|碳纤维|比亚迪概念|汽车热管理|两轮车|毫米波雷达|PEEK材料|飞行汽车(eVTOL)|人形机器人|低空经济|机器人概念|小米概念|有机硅
300645.XSHE,正元智慧,ZYZH,2017-04-21,2200-01-01,stock,300645.XSHE,14210.6515,13932.0444,19.8239,19.4352,软件和信息技术服务业,系统集成服务,其他计算机设备III,阿里|物联网|在线教育|数据中心|区块链|人工智能|移动支付|人脸识别|边缘计算|数字货币|大数据|国产软件|云计算|智慧城市|数字孪生|食品安全|杭州亚运会|创投|职业教育|体育产业|创业板重组松绑|元宇宙|智慧政务|华为鲲鹏|数字经济|华为欧拉|数据要素|华为昇腾|蚂蚁金服概念|百度概念|腾讯概念|养老概念|华为概念|DeepSeek
300647.XSHE,超频三,CPS,2017-05-03,2200-01-01,stock,300647.XSHE,45732.1024,45664.2143,30.1832,30.1384,计算机、通信和其他电子设备制造业,电池部件及材料,消费电子零部件及组装III,数据中心|节能照明|5G|智慧城市|智慧灯杆|动力电池回收|锂电池概念
300648.XSHE,星云股份,XYGF,2017-04-25,2200-01-01,stock,300648.XSHE,17428.14,13268.6943,82.2608,62.6282,专用设备制造业,其他专用机械,锂电专用设备III,人工智能|充电桩|燃料电池|海工装备|深股通|福建自贸区|融资融券|创业板重组松绑|转融券标的|专精特新|储能|华为汽车|比亚迪概念|两轮车|虚拟电厂|固态电池|小米汽车|人形机器人|宁德时代概念|华为概念|锂电池概念
300649.XSHE,杭州园林,HZYL,2017-05-05,2200-01-01,stock,300649.XSHE,13241.6609,10611.3964,36.9442,29.6058,专业技术服务业,园林工程,园林工程III,区块链|杭州亚运会|碳中和|雄安新区|创业板重组松绑|新型城镇化
300650.XSHE,太龙股份,TLGF,2017-05-03,2200-01-01,stock,300650.XSHE,24140.2672,17034.5341,32.9756,23.2692,批发业,贸易商,其他电子III,物联网|节能照明|汽车电子|5G|MiniLED|智慧城市|无线耳机|创业板重组松绑|元宇宙|传感器|智慧灯杆|比亚迪概念|机器人概念|芯片概念|小米概念|华为概念|集成电路概念
300651.XSHE,金陵体育,JLTY,2017-05-09,2200-01-01,stock,300651.XSHE,14120.9688,10337.7265,32.803,24.0145,文教、工美、体育和娱乐用品制造业,休闲设备与用品,娱乐用品III,体育产业|世界杯|足球概念
300652.XSHE,雷迪克,LDK,2017-05-16,2200-01-01,stock,300652.XSHE,13339.0572,11971.7927,57.3846,51.5027,汽车制造业,汽车系统部件,轮胎轮毂III,无人驾驶|深股通|创业板重组松绑|专精特新|人形机器人|机器人概念|芯片概念
300653.XSHE,正海生物,ZHSW,2017-05-16,2200-01-01,stock,300653.XSHE,18000.0,18000.0,27.27,27.27,专用设备制造业,医疗耗材,医疗耗材III,3D打印|辅助生殖|融资融券|转融券标的|专精特新|牙科医疗|合成生物|医疗器械概念
300654.XSHE,世纪天鸿,SJTH,2017-09-26,2200-01-01,stock,300654.XSHE,36612.4852,35263.6239,37.6742,36.2863,新闻和出版业,出版,教育出版III,在线教育|人工智能|职业教育|创业板重组松绑|AI语料|文化传媒概念|三胎概念|ChatGPT|AI智能体
